ID,Text,Gold label
25748617,"I have a code for crop uploaded image. When file is not so big (approx. 300-900 Kb) all gone excellent. But, when file size is more than 2 Mb I got the error: Warning: imagecreatefromstring(): Data is not in a recognised format I tried to use file_get_contents instead of fread - works perfectly. But only in case of ini_set('memory_limit', '64M' ). But this variant is not for me, because I have a restrictions on host. Thanks for any help guys!",positive
25728708,"I'm trying to use function like this: in my html file, but I get the following error: Jinja2 is a template engine for python. Anyone could help me to display variables for easy debug?",neutral
25545242,"I am testing of collections using code bellow: I don't understand why remove ""b"" is OK, but others NG?",neutral
25560078,"This may seem like a silly question, but I was wandering when creating a class following the singleton pattern, at what point is the object instantiated? e.g. with the method defined by: So 'instance' is a static variable which refers to an instance of SingleObject. But at what point is it actually instantiated and loaded into memory? (If that makes any sense)",negative
25721315,"I have the below code which works fine but while posting the data I get the below status code 201 while inserting data into my table and while updating the table, I get the mutating table error . Earlier I was able to post the new set of records inserting into my table but now I don't see any records on the URL. It's urgent, please throw some light : Below is the code : --content varchar2(4000) := '{""name"":""u14"", ""pass"": ""123"",""mail"": ""user@a.om""}'; BEGIN dbms_output.put_line('Entered the proc'); URL := 'http call ';",neutral
25737326,I have a button that slides out a vertical sidebar. Inside the sidebar I want to have a short form for the user to enter in search queries. is the correct height. has a height of only 4px. I'm at a loss to what's going on...,negative
25359223,I am working on streaming a mp4 to a textureView for a app i am currently working on. i have the TextureView displaying the video however i need to resize it to match the screen size on rotation. After much trial and error it seems that the problem is that the TextureView cannot be made larger than the containing view. I have also tried to resize the container view but i am then unable to center the TextureView correctly on screen.,neutral
25598245,"I'm trying to create a simple calculator in Flash using AS2.0. But my input boxes are not accepting numbers,only letter. and my result box (result_txt.text) is displaying a letter ""a"" whenever I click my operation buttons. Here's the only codes I used: I just change the operation symbol for the other operation buttons.",neutral
25748038,"Let's say I have a table with exactly 10M rows. I need to know the exact count of the rows. A request takes 5 seconds. Let's say exactly 100 rows are added to the table every second. If I ask the DB the count at the moment it has exactly 10,000,000 rows, and this request takes exactly 5 seconds to complete, will the result be , or something between these two values?",neutral
25705073,"I'm trying to write a function that iterates through all the files in the immediate sub-directories of a directory, and then runs a custom-written function to extract features from the text of the files: I'm trying to have any additional arguments passed to the function be carried through to the function. However, the code above obviously doesn't work, because instead of being directly called, the call to is wrapped inside two nested functions that are called via two nested calls to , and I get an unused argument error whenever I try to pass any extra parameters to . What is the simplest way to save the value of the ellipses to be used in such nested functions?",neutral
25553977,I want to only send out one email at a time so I have a script starting every minute. Is it possible to only send out one email and then stop the delayed job from sending the next queued jobs?,neutral
25614109,"I have a model which is a directory to a folder with images in (in order of filename), to display this I have this in the URL: and for read it will display all images with this (not too sure if it's the best way but it works so it's OK in my books): But I also want the user to be able to go image by image depending on how many pictures are found, how would I go about doing this? Should I make a whole new view or find a way to find if the user goes on a url like so:",neutral
25495319,"I would like to get the most recent values for all individual users. I have a table that looks like below: And my desired output would be: My current Mysql query looks like below: But this query is not solving the problem because it seems like Group By is grouping the 1st entry of user with all of its subsequent user IDs. And then I tried: This returned the results I anticipated, but it seems to be a very sub-optimal solution. I anticipate the table to grow substantially, so is there a better query? ""Better"" as in faster. Thanks.",neutral
25350015,"I have an ListBox with a few items. I tried to calculate the height of the ListBox, so that the items are fitting well in the ListBox. But I can't access the height of each listBoxItem, to calculate the height. . So, I am searching the ""ListBoxItem.Height"", but how I can access this?",neutral
25702226,"I'm using php to display image(s) and accompanying text (This is done using a WHILE loop) See below: I have used CSS to float the image left. Therefore,the accompanying text appears to the right of the image. However, the second image and accompanying text is NOT sitting below the first. It's trying to force itself into any space to the right of the first image Can I use CSS to ensure the images are stacked?? I hope that above makes sense?",neutral
25420760,"I have table payments(Actual there is about 100k records, different categories, clients etc): And i want to make cumulative sum YTD for category tax for every client. So the result will be like this: Thank you",neutral
25620027,In my app I have to download some JSON data from different JSON files. For this I ll use AsyncTask. I have 7 links for 7 JSON files. Which is correct way 1. to start an asyncTask from MainActivity and run a loop in it for 7 links 2. Or write an asyncTask that takes URL as parameter. And start this asyntask for each link. Is starting multiple asyncTasks simultaneously same.,neutral
25755292,"This is a simple program that's supposed to change the background color of a pane from a list of colors. However, I keep getting an error on ""ListSelectionListener"" The method ListSelectionListener(new ListSelectionListener(){}) is undefined for the type JList Could it be that I have a missing import or is it just messed up syntax? Thanks",neutral
25574741,"The Inline docs aren't too helpful in learning how to use the STUDY config, can anyone clarify the syntax involved in calling a simple void method that prints a method, say, Hello() ? Also, in terms of the external java file, is there a specific directory i need to put it in, or does it go in the same directory of the perl script?",neutral
25479268,"I want to add a java agent to process ID of the already running java application. Is there any way doing that using command line, something like or if i can edit the hotspot JVM start up script directly to add the java agent there itself, but how can i edit the hotspot JVM start up script. I am using UNIX.",neutral
25721297,"I'm currently making a promotion plugin for WordPress where I need to send out e-mails to different press e-mails based on a checkbox-list. My hosting provider has a limit of 200 e-mails/hour, but I don't think I will reach that limit. I know that mailing list providers are recommended, but my plugin has some functions (like making promo codes etc.). Everything is now finished with the plugin, and I only need the function for sending. I have been searching for solutions, and have been looking at timers in PHP to avoid spam detection. I think I will end up with Cron jobs. I have looked into the built in WordPress cron job function, and will try to use this one. I have never been using cron jobs before, so my questions is: how can I keep track on which e-mail my plugin has sent to? Do I need a temp table where each row is deleted when sent? Any other suggestions for my solution would be appreciated!",positive
25455959,"I have a set of data that i am interpolating wit a cubic spline using a UnivariateSpline of order 3 (cubic). I want to do a form of peak detection where instead of taking the derivative of the interpolation and seaching for zeros i simply take the derivative and plug it into the quadratic equation to find all the zeros. What exactly does this function return? Because in order to generate a set of data that lay on the interpolation you must feed the returned item a list of points, like so So what exactly is this item called s that the function returns? Does it list the coefficients of the cubic? If so how would i go about finding the peaks by differentiating these values?",neutral
25779997,I am using Paypal REST api to create subscription plan and subscription agreement. I am able to create subscription plan and credit card but not able to create agreement. Whenever I request it gives internal server error. I am using ruby gem Credit card I am using is 4012888888881881 And mode is the Response I am getting is Response code = 500. Response message = Internal Server Error. Response debug ID = ea61a34e9fa73 Thanks in Advance,neutral
25439691,"I am recording multiple small videos within 10 sec. I need to prepare and start media recorder again and again before creating any video. Due to which, there is a time lag of one or two seconds in every video. Is there any way to avoid this time delay in preparing the media recorder like Instagram?",neutral
25476872,"I am currently working on an Android Launcher. That's why I look through some Android Launcher. Specially Smart Launcher And Aviat. In those Launcher they categorize the Application. How that can be possible?? What is the basic theory of it. Any kind of suggestion, tutorial link will be helpful for me. Thanks in Advance.....",mixed
25763540,"I am reading quite a number of .csv files originating from Excel, into R. Some cells contain the value '#NUM!', which I guess results from dividing by zero. In any case, R does not like it. And since I have many files, I would like to replace the #NUM! values with NA as I import the file into R. Instead of going through every file doing seek-replace. Suggestion is appreciated. Thanks. jd",positive
25393319,"I have in my middleware, and I'd like to expose an API that doesn't require authentication. How is that done?",neutral
25557376,"With the following, the does not show anything upon load. When the page loads it should display Select a code and not blank. Works fine after I open/close it. Then the optional label is used. I added the / properties while messing with this. )",neutral
25540408,I'm looking for some pointers on how to start trying to workout what the problem is with my composer installation.,neutral
25640282,Hey guys I'm trying to implement AJAX pagination and I've been all over railscasts examples. I have this code in application.js This is the view: and the partial is a standard each with the will_paginate links at the bottom. And I created the No alert message is thrown whenever i click in the links. I can't get it to work. Anyone knows the problem?,neutral
25451061,"I experience very bad canvas rendering performance inside Kik for my HTML5 game in contrast to native (default) Android browser on Samsung S5 and S4 devices (models for US market). S5 default browser gives 115 rendering operations per second, Kik browser gives 6-7 the same rendering operations per second. S5 user agent: Mozilla/5.0 (Linux; Android 4.4.2; en-us; SAMSUNG SM-G900H Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.6 Chrome/28.0.1500.94 Mobile Safari/537.36 Kik user agent: agent = Kik/7.3.0.107 (Android 4.4.2) Mozilla/5.0 (Linux; Android 4.4.2; SM-G900H Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 Could you please provides some hints or tips what is the problem here? I can provide the source code of my simple test (just do ctx.drawImage of the same image many times, times are measured by Benchmark.js) Thank you, Sergey.",mixed
25551670,"I want to embed a map onto a website, without using the iframe provided when 'embed map' is selected from I just need it to have all of my custom locations on, together with their added information (address, opening hours, website etc.), and also a search bar should be included to search for a location. I tried to add the search bar with , But this doesn't seem to work with custom maps.",neutral
25512204,"I am using NdefFormatable class to format my NFC card. The code is like: But i get formatable reference as null. I checked the code that is run inside the get(tag) method. It checks: I ran ""tag.getTechList()"" for my tag. I got: I was able to format this card using Trigger application. What can be done to format this.",neutral
25459107,"Here is my script that ran successfully, but still i cannot see the table being created in SQL Server's database. What could be the issue?",neutral
25710980,"I am trying to build a simple Node.js app which will parse data passed to it as POST requests from my AngularJS app. Below is the code used in my AngularJS app and my Node.js app. Problem I am facing is that I've searched the web trying to find how to parse (data and header) information passed in POST requests but failed to find any example, so any help with an example of parsing (data and header) passed in POST requests will help me a lot. Thanks. Note: I am using express 4.1.2, body-parser 1.8.0. Node app: POST request code",neutral
25763569,"Is it possible to do it? The main point are: A Complex header out of the listView but that must scroll A ListView whose scroll is handled by the far ScrollView parent. The ListView must have recyling, so the linearLayout cannot be a solution Thanks",v
25524234,"I want to update data from form to database using PHP. But there too many issues come on my code just like ""Could not update data: Unknown column 'Nabeel' in 'field list'"". Please check the code and give me solution. Thanks, Nabeel.",neutral
25669712,"I have a client program which connect to REST service. I have a device Samsung S3, which I am using it for my development. Till 21st last month, I was able to test my program and get desired results from Service. But recently my http client program started throwing me the following error. Here is the Android code to connect service: The same code works with our production server ( http:// productionserver ), but while connecting to my system ( http:// 192.168.0.16 ) it is throwing this error. I checked firewall. A simple Java Client test program from outside system, get me the results from the RESTFUL service. I am not sure why my Android device is throwing this. How do I resolve this? Any help is appreciated.",positive
25357449,I found a solution to this at this link : But I dont know what is FileDownload class here. And what is api object?,neutral
25691348,"I am trying to produce a simple closing doors animation in WPF, but cannot get it to be smooth - it is too jerky. See for yourself Here is a video screencast showing the issue: Dead-ends I have tried to replace the brushes to plain solid colors, but still choppy Slowing down the duration of the animation - still not smooth Setting DesiredFrameRate to or does not help do not seem to help either The issue may arise on HD displays only (I'm testing on 1920x1200) ? XAML to Try",negative
25659942,"I have a gridview that is bound on page load and I've implemented insert using the footer row technique. However I want to have the footer row hidden for all users and only show for administrator users. I used this line without success, because the footer row are showed for all users. I'd greatly appreciate any suggestions. Thanks!",positive
25627380,"I am trying to build a Project Server workflow using SharePoint Designer 2013. The workflow itself is working. It can create a task in the Project Server task list and approving it progresses the workflow. However, if you click ""Additional Workflow Data"" the history is always empty. I have been able to create a custom event to log in the history via designer, but I am looking for the true history of the workflow. In 2010, the history would show it entering each stage and other logging data. My 2013 workflow history shows nothing. I have verified the account has permissions to write to the list. I have checked the IIS logs to see the workflows are running. I have checked the project server permissions and groups for the workflow proxy account. I have ensured ""Workflows can use app permissions"" is activated for the PWA collection. I have also tried ""Copy-SPActivitesToWorkflowService"" cmd to see if it needed to installation needed to be repaired. I have restarted the workflows, republished, bounced the boxes, but still not workflow history!! Does anyone know how to resolve this issue or have other suggestions on where to look?",negative
25716828,I am creating a countdown timer to a specific date using and . The only problem is that when I run the code with a different format the date messes up. Here is the original code that works great. But say I want to remove the years so I change the code like this: Now all of a sudden the dat is messed up by a whole month. How may I fix this? Also why is the output 0 years -1months 0 days -2 Hours.. Like why is there (-) in there? Thanks!,mixed
25382216,"I want to do that: I have my domain , the login is public so no password is needed, just put your team name and select the sport, so in the login page you type team1 and basket, you login with that credential and you see the information related. But the customer wants to show allways the same url like this: , , and so forth, only when click logout is going to appear . But if the user press the button to go to the controller 'site' method 'actionScore', the page will enter en /site/score, but the url it should be still , but if the user types the url is going to change to this one and relogin with that credentials. I don't know if it is possible to do this in yii, maybe the only way to do it is in htaccess, but then again I do not know how to set the htaccess to perform that behaviour.",negative
25382361,"I have a website (based on PHP, running on Linux) that allows users to upload files. Users are authenticated based on LDAP server. But the files uploaded, should be stored on a Windows share that I use from under this Linux (currently I am mounting the share as normal AD user). The only thing that I cannot resolve until now, is how to change permissions of such uploaded file, especially - I would like to change its owner. So, basically, AD userd authenticates on PHP/Linux based website and upload a file that he owns. File as it is uploaded loses info about the former user, and apache-deamon owns temporary file. Then, I move it to mounted Windows (samba) share, using credentials of one of admin accounts - so he becames owner, from the NTFS/LDAP side. And now I would like to chenge this owner to original user, that authenticated on my website (I know his login). How do I do this?",neutral
25595540,"Recently, I've been trying to work on a smart package for a project I'm working on, and I'm having a problem. The following code lives inside : This method is being called by an event handler in a project template, as such: OperationHelper is part of the package I have written, which contains this code, inside the package's : And this is my , where the object is clearly exported for use in my project: For some reason, I get the following output when I try to use the executeSync() function that I attempt to add using my package: From what I gather, it seems like it's trying to say that executeSync isn't a function, but...it clearly is. I'm very confused. I have no idea what I'm doing wrong here. Any thoughts would be greatly appreciated.",mixed
25637273,"I'm new to JavaScript, and I'm trying to understand if there's a reason why I'd create two anonymous functions within an if/else block versus creating an anonymous function and putting the entire if/else block inside that function. The tutorial (Code School) I'm going through suggested alerting one of two options like this: When I tried to write without referring to the tutorial, I ended up writing this, which produces the same result as above:",neutral
25412497,"I sent a batch of files to a remote server via SFTP. If it were a local directory I could do something like this to get the total number of files. However, with SFTP, I get an error .",neutral
25740034,If any one knows how to get the thumbnails in correct 16:9 format from dailymotion API please let me know. I tried with but still not getting how to get 16:9 format. For Example : is giving 4:3 format. But in the same way how can I get 16:9 format thumbnail?,positive
25511218,"so I have adding some components and layouts, but the problem is I cant resize it. Whenever I put a JLabel, it automatically goes to the far left. I want to position the size by clicking on the top-left corner, but it doesnt drag for some reason. And dragging the JLabel to another position doesnt work as well. Any ideas?",neutral
25726152,I have a dataset indexed on a timeseries. I want to get all data for the dates from the 18th to 13 days later from the rows in the data. E.g. Only the rows marked with should be included. Doing: Will only print the first three marked records. Is there a way to select a date range based on the day of month without explicitly specifying a month?,neutral
25565455,"I have a big application using ZF2 and Doctrine2 and using the DoctrineORMModule. In the configuration I´ve defined a custom SQL filter. The filter is activated in the method. Everything is working as expected, which is nice. However this code is executed on ALL request, even if I don't need the entity manager at all. This really affects my application performance, because all the heavy doctrine factories will be called (which adds like 100ms on every request). It would be nice if enabled filters are added only when the EntityManager factory is called. I'd really like to do someting like this, but this doesn't seem like an implemented feature yet. As a last resort I could override the , but I hope there is a cleaner way. Any suggestions to make this somehow lazy are welcome.",mixed
25340899,"Code(main.cpp) (C++): My problem is following. Whenever I run this and enter, lets say 53 as for the amount, in the end it'll never create the full amount of files. It's always scaled. Here's an example. Defined Amont: 300 -> What I Get: 240 Defined Amount: 20 -> What I get: 15 Defined Amount: 600 -> What I get: 450 Thanks in advance.",positive
25416859,"Using VS2013 with Infragistics, is it possible to programmatically populate the UltraDropDownButton without the need of a database? Searching the documentation on how to do this returns no avail, nor does a google search. Everything listed suggests using Which is not available when trying. I have tried: I apologize for the picture, but it's a more of a visual problem as the member method does not exist, the same with using: There is no member method for Items nor Add",negative
25481866,"i'm able to update to the listview without refreshing but the listview keeps refreshing with the same data even without any changes. This is my code bellow, and i've been trying to get it to work on my own but couldn't. }",neutral
25626906,"I'd like to send facebook chat messeges from python, based on this solutions: I was using the same code as they were using, and getting continuously. However, I've found a wokring solution here: After I autehnticated with the karoolark app, I copied their and the I got in my browser, and put it directly into my code and it was working perfectly! I've cheked out the approved permissions and my app had the same as their app (Access Facebook Chat), but somehow mine doesn't work. The error messages are not really useful, just a bunch of and . Some people say that it is due to the deprecation of chat api, but that karoolark thing is working somehow. First I was thinking, that maybe they allow the old applications only, so I blow the dust off one of my old facebook-app (created years ago!), and tried to use that one, but I experienced the same issue.",negative
25400356,"I am setting a ForeignKey to But i am confused, I just want that If FK gets deleted, all other relations should stay in db. is the result of and the same for my purpose?",negative
25366964,"I'm making a utility application for a photographer. He is going to (obviously) be taking pictures, but wants to charge people at an event for a handful of digital images emailed or shared on social media. In this situation i would have to use Paypal or Square SDKs and not in app purchasing because he is going to compose the transaction and not the customer buying the pictures. Sort of like a mini POS system. He can't pay himself with another's credentials - so it would have to be a 3rd party solution. right? Is this against Apple's guidelines? Am I over thinking this?",negative
25656785,"I have a module in which a function reads a block (4096 bytes) from a block device and writes it to another block device, till all the blocks are not written. size of both block device is ~ 5.8 GB The time it takes is 4 minutes 25 seconds. I tried with making the program parallel by making use of 4 cores of CPU using pthreads. Out of let's say 12 blocks, I had assigned 3 blocks to each thread. Such that it would be completed in time T/4. I was expecting a significant performance gain, but the time it takes to complete now is 4 minutes and 10 seconds. I wanted to know, why there is no significant improvement in performance ? Also, What could be done to improve the performance ? As far as I know is that, reads could be parallelised, but writes could not be. OS internally takes care of this. Could somebody throw a light on this ? Thanks.",neutral
25709322,In my login page when I enter username and password and click submit it is showing that session already send at head.php How can I fix it ? Please anyone help please. I have tried many times.. any help appreciated.... My login.php code My head.php code is,mixed
25505280,"I am working on a ipad app where I am trying to style the navigation item(add an image) of a table view in a storyboard. (following this youtube link ) I noticed that there is no image property for the navigation item, so i embedded it in a navigation controller.(set it as the initial view, set the image(navbar.png as you see in the pic, set it's name as test ) However, after i run the program in the simulator, my image does not show up and the title is ""Peter"" not ""test"" . Ive also tried dragging a navigation bar unto the ""recipeList"" but it does not let me. I added an image that i believe shows my entire storyboard so I Would appreciate it if I could get any insight into this. Thank you Update In case I was confusing, i am simply trying to get an image where i have the text ""peter""",positive
25403248,"How can one modify firefox to analyze some file formats by an external program? For example i wan't to analyze any GIF image that is loaded while browsing. I'd like to do this using an external script i've written. I know that it would be easier to program some kind of crawler, but i'd like to analyze files while browsing and at the time they're loaded.",neutral
25739138,"According to this blog from 2013: , the paypal REST API does not support payments where the payee is not the facilitator. The scenario is required for example when a web application wants to be able to collect payment for several administrators. Recently support for billing plans has been added and the plan object does have a payee object. Am I correct to assume: 1. Billing plans do support the scenario where the payee is not the facilitator? 2. The only way to create a payment where the payee is not the facilitator is to create a plan containing 1 payment? Cheers, Sam",neutral
25543858,I need to update a column matching a specific pattern in all tables in an oracle database. For example I have in all tables this column *_CID with is a foreign key to master table witch has a primary key CID Thanks,neutral
25444153,"I have a following transaction: And i have added this command into SQL Server Agent and i am executing it as a TSQL Script and it'is not working. It executing like several 3 hours and i have an time out. But, if i run the same query in the Management (copy and paste and f5 to execute the command) it works like good. In my procedur_ is a few temp tables and many CTE, but it does work just fine in the Management Studio and not working with Agent. Any ideas?",neutral
25330065,"I've implemented an external mergesort to sort a file consisting of Java int primitives, however it is horribly slow (fortunately it does at least work). Very little happens in the sort method; it just recursively calls merge with blockSize doubling each call and swapping input and output files each time. Where about could I be losing so much time here?",negative
25380409,I need to insert values of string variables placed in double quotes. I am using below code :- It is showing output like :- But i want output like :-,neutral
25670275,I'm trying to get results from an sqlite3 database and get them to render in a jade template but based on the combination of logs I placed in this code it seems as if the template is rendered while waiting for the db query to finish. Here is the output in the console: How do I keep the page from rendering before the db is finished?,neutral
25457659,I have this code which is working very well but I have a little problem by adding the scrollbar in the popup of the combobox.. 1. Doese anyone knows where the issue is? 2. Is it also possible to add a filter to the combobox? This is the code for the scrollbar:,neutral
25703790,I am trying to add text to the images in contentflow but as I scroll through them I need the text to resize so the text does not move.,neutral
25629892,"I am trying to implement the following function in my iOS app.When an on-screen lock button is pressed: the app becomes locked and all buttons become inactive except the unlock button the app is no longer scrollable Please help, I have no idea how to get started!",negative
25568544,"For some reason, the following Executor Channel is only processing 5 items and discarding the rest: The input looks like this: The sole consumer looks like this: What could be the reason for this strange behaviour? How can it be fixed?",neutral
25503879,I want to a sub in another worksheet. I tried this but as I persumed it didn't work: Is it even possible to activate a sub that is in another worksheet.,neutral
25711476,"I'm working on a Chrome extension that affects (among other things) GIF images on a page. I'm struggling to get it working for new images added dynamically after the initial page load. Here's what I've added to my content script in an attempt to handle this stuff: For testing purposes, I've reduced the function to nothing more than a of the tag's attribute. Most of the time it works great and successfully catches all the initial images created as the DOM is initially built when the page is first loaded. But on pages like Google+, the MutationObserver doesn't seem to catch any of the dynamically loaded posts as you scroll down. I've been using for testing purposes—the guy loves posting gifs. If you try to paste the above code into the console and scroll down, you should be able to confirm that none of the dynamically loaded images are being detected. Why can't I see these dynamically added tags, and what do I need to do to handle images added dynamically like this?",negative
25704440,"I have the following code: Now, everything is working just fine with having the data itself and generating a virtual CSV file for direct download, but if I have a non-ascii data in one or more of the fields (columns), I don't get it in UTF-8 in the generated UTF-8. How can I set the content of the generated file to be in UTF-8?? Each of the commented lines in this code doesn't seem to affect the output...",negative
25623943,"I would like know if and how it is possible to change text attributes such as font, size, etc. in Google Apps script at the cursor's level. The script is bound to a Google doc file. For example, after running the script, the text font will change for anything written after that point while leaving the text written before unchanged. This is to mimic the way built-in styles or font menus behave in Google docs. Here is what I came up with so far. It seems to change the text font globally in the document instead of applying the changes only to the text written after running the code. Any suggestions?",neutral
25787934,"Amazon 7*24 online support has been so good that why Amazon EC2 has been selected as one of the most common website hosting service, like Magento store. But AWS EC2 is not as easy as cPanel! That's why I maintain and share my updated experiences in here!",negative
25610315,"Does Angular JS will be supported by Google Apps Script? I am able to use external Library like jQuery, UnderscoreJS but not Angular JS? Any idea about when CAJA will support Angular JS?",neutral
25662864,"I have a two command ""add"" and ""undo"". With ""add"" operation, more than one, including one, pair can be sent to the program. On the other hand, with ""undo"" operation, last sent data should be given back. To implement this functionality, I have thought; I should have these elements of data structure; At some point, I should, in practice, have below stack; My question is ""How can I ensure first keys in all containers are unique in the whole stack?"" If it is not possible with above data structures, what should I use as a data structure to implement mentioned wish?",neutral
25385709,"I have just gone through a job interview question that left me with the really bad aftertaste in terms of not suggesting an efficient solution. Yet I cannot think of a better answer. The Question Imagine you need to write a class that encrypts a string character by character give a lookup, how would you implement this. My answer I'd write a class to which I can pass the look up values for each character, I'd then have a function that would iterate over the characters and encrypt the string. The lookup would be based on a binary tree to ensure that if the cypher would become more complex (say more than a single character at a time) the complexity would be O(n log(m)) where n is the length of the string to be encrypted and m the number of options in the encryption. The interviewer kept pushing for further optimizations and the best I could think of would be to tokenize the string to be translated say by word and extend lookup size to words, however I struggled to see a massive efficiency in this. It left me with a bad aftertaste I was missing something big time, but I could not work out what it was. Is there any concept I am missing?",negative
25380253,"I am moving my project from Visual Studio 06 to 2010. While doing so, I have observed this behavior in my code. I have a Get string function that look like this: Then there is another function that call above get function like this: the value of string pointed by ptrStr is """" above code was working fine in visual studio 06 but not on visual studio 2010. Then I tried few experiments: I am wondering why last line didn't work. Can anyone please tell me why above behavior happen in visual studio 2010 but not on visual studio 06? Thanks in advance :)",positive
25675809,"I have code running as a Windows service which would like to determine the resolution of the directly attached monitors. (Yes, I appreciate that the user may be interacting with the machine via RDP, VDI etc., so this doesn't always make sense - but this is just an optimisation, so in the common case where there is a single directly-attached desktop, it would still be useful.) I'd like to use but it returns 0, as I'm running in session 0. Similarly looks like it will only work for the present interactive session. We'd like to be able to do this even when no user is logged in. Is there a way to explore hardware screen resolutions even as a service?",neutral
25453958,"I'm creating a form dynamically and append an input element to it. My goal is to post my form to a new window. This code works in Chrome and Firefox - but it does not seem to work in IE8, a new window is not open, and it does not throw any exception either. Any one has any ideas?",neutral
25766185,"I have a setup with 2 KO and 2 WT, three replicates each, in total 12 samples. I want to do a edgeR analysis setting the contrast in the analysis to KO vs. WT Could you please check if what I am doing is correct? I am not sure about how to set the contrast right. Here is my code for edgeR",neutral
25454963,"I am just starting with Angular and trying to get my head around modules. My project has two parts, which I would consider modules ( names and places ) and I also have generic controllers that are used in general on the site. My question is, how to organise these? (code examples) For example, I have this generic controller: Do I just change this to: Or, as in the example I am looking at, is the etiquette to group into modules by type? The example I am looking at has modules for: controllers, factories, services etc.",neutral
25536578,"I've got a NameError installing GitLab 7.2. More precisely when initializing the database: Yes, I found this , where the following line in config/application.rb had to be uncommented In 7.2. this line is uncommented from the start. It's there. It's apparently where rake chokes. I renamed config/initializers/rack_attack.rb.example to config/initializers/rack_attack.rb as well. Installing the bundle gems worked like a charm. rack-attack is in the bundle's gems folder: Does anyone know what could be causing this problem? Thanks a lot! Very ugly workaround™ I added the following line to config/application.rb and it's working: Why is this working? What's wrong? Thanks!",mixed
25332443,"I want to have users install Python and several packages generated using distutil's bdist_wininst option (). Are there command-line options for the installers so I can batch them all together? None of , , , turn up any useful information, nor the on Python's docs. In absence of any command-line switches on the installers, what are some alternatives to distribute Python with a bunch of packages? Canopy seems interesting, but it lacks a few essentials.",neutral
25594378,"I am trying to divide a task in node.js onto several cores (using a i5 I have 4 cores available). So far every explanation I found was to cryptic for me (especially the ones talking about servers, which I have no idea of). Can someone show me on the simple example below how I can split the task onto several cores? Example: I just want to split the task, so that each core runs one of the loops. How do I do that?",neutral
25550817,"I am absolutely perplexed by this. We have a table of API keys, the create SQL is below: I have two rows, the insert SQL is below: When I run the following query, I get a result when it should be empty. I really don't understand it. It seems that when 0 is passed as the key it returns a record, which it shouldn't do. Any ideas or advice will be received with gratitude. The MySQL version is 5.6 and runs on Ubuntu 12.10",mixed
25767754,I have a number of select as below. The first select will be all the process so user can choose and push them to the right select box. Accordingly the 3 below select are for sub process for the all the process above. User can also pick and choose which one they would desire.Once I cick the preview button I would the user to view their selection in this format. For e.g. use pickProcess 3 followed by Process 2 and Process 1. So then below must first show all the sub_proces3 then sub_process2 and sub_process1. What is best was to select and show these sort of data must I like save into a temp table? The idea is to give them a preview what they have select before the final submission into database.,neutral
25599121,"I'm using google app scripts to create a web app. You can see that there is a crazy amount of spacing between the password text and the password text box. How can I adjust that spacing? Here's my code: function doGet() { var app = UiApp.createApplication(); Thanks in advance. One more thing, I'm using some CSS in another .gs file...here it is below:",mixed
25652876,"Now I am creating a simple banking project for learning purpose where I need to do a lot of search, update and insert operations for a simple action. For example, if I want to create a transaction from a sample user id, in the ""Create Trasaction"" Screen, after inputting the details and pressing ""submit"" button, my application will do the following actions. 1) Insert a row in login session table with values: IP address, user id and timing. 2) To check if the particular user id has access to create a transaction option from user access table. 3) To check if the accounts being debited/credited belong to the same branch code as the home branch code of the creating user. 3) To check if the input inventory (if any) i.e. DD, Cheque is valid or not from inventory table. 4) To check if the account being debited/credited has freeze or not. 5) To check if the account being debited has enough available balance or not. 6) Check the account status Active/Inactive or Dormant. 7) Check and create service tax if applicable i.e. another search from S.Tax table and insert into accounts transaction table and finally, 8) Insert a row into the accounts transaction table if the criteria pass. Now I do not feel comfortable to write so many preparedstatement code in my Servlet for only creating a transactions. There will be other operations in my application too. So I was wondering if there is a way we can simply write these SQL statements and pass the SQL file to the Servlet anyway. Or maybe we can write a function in PL/SQL and pass the function to the servelt. Are these ways possible? Please note, I am using J2EE and Oracle database.",negative
25751923,"When duplicate a product: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'customer_group_id' in 'field list'. Database has Customer_Group Table, what do you suggest? Thank you in advance, regards.",positive
25329983,New developer here so please bear with me. I'm trying to add tooltips into my table in Visual Studio. The datatables is working but buttons are not showing. :( Here is my code: Thank you for any help!,mixed
25747965,"I am trying to profile some code with kernprof, and it appears to run correctly. However, when I try to access the result, I get the mysterious error below. I take from posts like that the problem is bad .pyc files, so I removed all of them with And from my virtualenv with I even tried uninstalling and reinstalling line_profiler, but no dice. Any ideas on how to get the profiler working again?",neutral
